nan nan nan nan nan nan nan
-0.00001 -0.00001 0.21118 0.21118 0.00085 0.00000 -0.00292
-0.00009 -0.00009 -0.00241 -0.00241 0.00289 0.00001 -0.00987
-0.00038 -0.00038 -0.21366 -0.21366 0.00488 0.00005 -0.01652
-0.00086 -0.00085 -0.29686 -0.29687 0.00558 0.00014 -0.01860
-0.00132 -0.00129 -0.20253 -0.20256 0.00450 0.00026 -0.01443
-0.00138 -0.00133 0.01310 0.01303 0.00220 0.00040 -0.00596
-0.00081 -0.00071 0.22159 0.22148 -0.00005 0.00053 0.00238
0.00028 0.00042 0.29875 0.29859 -0.00105 0.00060 0.00635
0.00139 0.00156 0.19854 0.19835 -0.00033 0.00062 0.00436
0.00185 0.00202 -0.01951 -0.01970 0.00153 0.00060 -0.00159
0.00127 0.00141 -0.22572 -0.22587 0.00328 0.00056 -0.00708
-0.00014 -0.00005 -0.29747 -0.29757 0.00370 0.00051 -0.00797
-0.00160 -0.00156 -0.19218 -0.19223 0.00238 0.00043 -0.00286
-0.00215 -0.00213 0.02734 0.02731 -0.00007 0.00032 0.00605
-0.00124 -0.00122 0.23029 0.23026 -0.00236 0.00014 0.01426
0.00083 0.00085 0.29574 0.29571 -0.00330 -0.00011 0.01761
0.00298 0.00298 0.18461 0.18461 -0.00250 -0.00042 0.01479
0.00396 0.00389 -0.03706 -0.03698 -0.00060 -0.00074 0.00804
0.00306 0.00288 -0.23742 -0.23720 0.00113 -0.00102 0.00187
0.00064 0.00035 -0.29727 -0.29692 0.00151 -0.00125 0.00032
-0.00196 -0.00234 -0.18106 -0.18063 0.00019 -0.00141 0.00456
-0.00318 -0.00358 0.04199 0.04243 -0.00216 -0.00154 0.01219
-0.00215 -0.00251 0.23908 0.23946 -0.00424 -0.00166 0.01866
0.00070 0.00041 0.29289 0.29319 -0.00491 -0.00178 0.01997
0.00379 0.00353 0.17139 0.17167 -0.00382 -0.00185 0.01508
0.00523 0.00497 -0.05305 -0.05273 -0.00169 -0.00183 0.00653
0.00399 0.00367 -0.24678 -0.24637 0.00018 -0.00169 -0.00110
0.00055 0.00018 -0.29440 -0.29394 0.00067 -0.00143 -0.00384
-0.00325 -0.00362 -0.16748 -0.16705 -0.00052 -0.00107 -0.00076
-0.00524 -0.00551 0.05854 0.05882 -0.00268 -0.00067 0.00555
-0.00418 -0.00427 0.24925 0.24929 -0.00448 -0.00029 0.01050
-0.00059 -0.00048 0.29124 0.29107 -0.00483 0.00005 0.01027
0.00347 0.00372 0.15966 0.15937 -0.00346 0.00038 0.00408
0.00551 0.00580 -0.06702 -0.06731 -0.00113 0.00072 -0.00528
0.00412 0.00437 -0.25373 -0.25394 0.00084 0.00111 -0.01314
-0.00014 0.00004 -0.28920 -0.28934 0.00136 0.00153 -0.01570
-0.00498 -0.00480 -0.15217 -0.15236 0.00020 0.00193 -0.01225
-0.00761 -0.00734 0.07590 0.07553 -0.00187 0.00223 -0.00561
-0.00642 -0.00596 0.25936 0.25875 -0.00353 0.00239 -0.00043
-0.00197 -0.00134 0.28910 0.28831 -0.00370 0.00241 -0.00038
0.00322 0.00394 0.14749 0.14667 -0.00220 0.00231 -0.00600
0.00610 0.00673 -0.08112 -0.08177 0.00015 0.00217 -0.01431
0.00484 0.00527 -0.26061 -0.26098 0.00205 0.00204 -0.02062
0.00001 0.00021 -0.28412 -0.28426 0.00243 0.00192 -0.02128
-0.00567 -0.00561 -0.13765 -0.13772 0.00115 0.00177 -0.01590
-0.00886 -0.00878 0.09158 0.09140 -0.00098 0.00155 -0.00753
-0.00752 -0.00731 0.26709 0.26670 -0.00262 0.00122 -0.00089
-0.00222 -0.00186 0.28433 0.28382 -0.00275 0.00079 0.00046
0.00414 0.00452 0.13298 0.13254 -0.00124 0.00033 -0.00377
0.00790 0.00813 -0.09696 -0.09711 0.00105 -0.00007 -0.01045
0.00683 0.00677 -0.26871 -0.26847 0.00278 -0.00036 -0.01488
0.00147 0.00112 -0.28014 -0.27961 0.00298 -0.00051 -0.01362
-0.00509 -0.00559 -0.12456 -0.12399 0.00153 -0.00060 -0.00656
-0.00895 -0.00938 0.10531 0.10566 -0.00066 -0.00068 0.00302
-0.00766 -0.00785 0.27252 0.27253 -0.00228 -0.00081 0.01036
-0.00173 -0.00166 0.27743 0.27719 -0.00234 -0.00099 0.01203
0.00559 0.00577 0.11699 0.11678 -0.00079 -0.00115 0.00798
0.01010 0.01017 -0.11339 -0.11331 0.00146 -0.00122 0.00154
0.00915 0.00894 -0.27667 -0.27619 0.00310 -0.00116 -0.00258
0.00319 0.00270 -0.27574 -0.27500 0.00317 -0.00098 -0.00113
-0.00436 -0.00497 -0.11124 -0.11055 0.00165 -0.00077 0.00578
-0.00906 -0.00952 0.11886 0.11919 -0.00053 -0.00060 0.01465
-0.00804 -0.00816 0.27754 0.27738 -0.00204 -0.00056 0.02074
-0.00170 -0.00148 0.27029 0.26982 -0.00195 -0.00063 0.02082
0.00639 0.00677 0.10142 0.10099 -0.00028 -0.00075 0.01512
0.01156 0.01180 -0.12857 -0.12860 0.00200 -0.00084 0.00717
0.01071 0.01058 -0.28276 -0.28228 0.00360 -0.00084 0.00172
0.00418 0.00367 -0.26936 -0.26854 0.00359 -0.00075 0.00190
-0.00435 -0.00504 -0.09629 -0.09552 0.00204 -0.00066 0.00734
-0.00995 -0.01050 0.13346 0.13380 -0.00008 -0.00064 0.01442
-0.00931 -0.00948 0.28319 0.28299 -0.00146 -0.00075 0.01843
-0.00269 -0.00247 0.26385 0.26332 -0.00123 -0.00096 0.01637
0.00611 0.00649 0.08704 0.08661 0.00052 -0.00119 0.00874
