nan nan nan nan nan nan nan
-0.00002 0.21564 0.21120 -0.00003 0.00071 0.00665 -0.00048
-0.00032 0.01045 -0.00210 -0.00040 0.00242 0.02232 -0.00162
-0.00131 -0.19913 -0.21242 -0.00162 0.00410 0.03671 -0.00267
-0.00293 -0.29425 -0.29411 -0.00360 0.00472 0.03961 -0.00292
-0.00437 -0.22120 -0.19856 -0.00527 0.00386 0.02698 -0.00220
-0.00432 -0.02189 0.01675 -0.00497 0.00192 0.00343 -0.00095
-0.00190 0.19003 0.22259 -0.00171 -0.00005 -0.02029 0.00004
0.00241 0.29379 0.29537 0.00380 -0.00102 -0.03347 0.00016
0.00668 0.23015 0.19108 0.00902 -0.00055 -0.03151 -0.00065
0.00843 0.03500 -0.02833 0.01083 0.00096 -0.01843 -0.00178
0.00620 -0.18102 -0.23192 0.00760 0.00251 -0.00436 -0.00237
0.00076 -0.29547 -0.29810 0.00057 0.00307 0.00058 -0.00182
-0.00498 -0.24360 -0.18737 -0.00637 0.00219 -0.00771 -0.00024
-0.00743 -0.05508 0.03400 -0.00879 0.00026 -0.02485 0.00166
-0.00456 0.16294 0.23359 -0.00451 -0.00169 -0.04053 0.00292
0.00257 0.28678 0.29197 0.00462 -0.00265 -0.04460 0.00299
0.01007 0.24648 0.17425 0.01333 -0.00215 -0.03305 0.00208
0.01322 0.06540 -0.04904 0.01587 -0.00058 -0.01045 0.00101
0.00939 -0.15312 -0.24407 0.00954 0.00105 0.01266 0.00078
-0.00012 -0.28464 -0.29377 -0.00316 0.00173 0.02577 0.00185
-0.01043 -0.25425 -0.16789 -0.01551 0.00099 0.02442 0.00388
-0.01564 -0.07908 0.05876 -0.02035 -0.00079 0.01258 0.00582
-0.01238 0.14158 0.25095 -0.01437 -0.00264 0.00012 0.00660
-0.00207 0.28277 0.29390 -0.00061 -0.00353 -0.00317 0.00575
0.00952 0.26476 0.16197 0.01296 -0.00302 0.00657 0.00371
0.01542 0.09822 -0.06595 0.01787 -0.00145 0.02491 0.00163
0.01158 -0.12202 -0.25348 0.01037 0.00019 0.04172 0.00065
-0.00047 -0.27096 -0.28833 -0.00590 0.00091 0.04706 0.00120
-0.01409 -0.26442 -0.14951 -0.02159 0.00023 0.03705 0.00273
-0.02119 -0.10668 0.07999 -0.02695 -0.00148 0.01609 0.00396
-0.01698 0.11219 0.26274 -0.01776 -0.00328 -0.00561 0.00371
-0.00305 0.26758 0.28904 0.00172 -0.00416 -0.01800 0.00159
0.01312 0.27116 0.14260 0.02078 -0.00365 -0.01683 -0.00167
0.02229 0.12085 -0.08954 0.02832 -0.00210 -0.00601 -0.00461
0.01885 -0.09817 -0.26893 0.01956 -0.00042 0.00499 -0.00591
0.00434 -0.26196 -0.28845 -0.00072 0.00038 0.00686 -0.00518
-0.01306 -0.27820 -0.13640 -0.02058 -0.00014 -0.00394 -0.00320
-0.02307 -0.13836 0.09633 -0.02777 -0.00166 -0.02301 -0.00150
-0.01930 0.07770 0.27050 -0.01710 -0.00326 -0.04053 -0.00144
-0.00326 0.24724 0.28175 0.00602 -0.00398 -0.04698 -0.00336
0.01616 0.27437 0.12308 0.02834 -0.00335 -0.03866 -0.00634
0.02761 0.14423 -0.11078 0.03639 -0.00168 -0.01980 -0.00868
0.02390 -0.06880 -0.27988 0.02454 0.00012 -0.00004 -0.00894
0.00639 -0.24354 -0.28269 -0.00122 0.00109 0.01115 -0.00680
-0.01537 -0.28085 -0.11690 -0.02636 0.00078 0.00990 -0.00329
-0.02897 -0.15965 0.11899 -0.03619 -0.00052 0.00002 -0.00025
-0.02633 0.05133 0.28439 -0.02461 -0.00193 -0.00955 0.00076
-0.00858 0.23278 0.28058 0.00190 -0.00254 -0.01011 -0.00060
0.01419 0.28249 0.10983 0.02767 -0.00189 0.00148 -0.00324
0.02863 0.17314 -0.12579 0.03696 -0.00026 0.02088 -0.00523
0.02585 -0.03254 -0.28528 0.02334 0.00147 0.03876 -0.00496
0.00679 -0.21762 -0.27296 -0.00607 0.00240 0.04617 -0.00215
-0.01794 -0.27733 -0.09576 -0.03439 0.00208 0.03971 0.00197
-0.03402 -0.17831 0.14068 -0.04475 0.00078 0.02337 0.00530
-0.03168 0.02279 0.29502 -0.03035 -0.00066 0.00611 0.00615
-0.01158 0.21173 0.27462 0.00115 -0.00136 -0.00340 0.00421
0.01524 0.28147 0.09102 0.03174 -0.00087 -0.00178 0.00077
0.03352 0.19276 -0.14669 0.04348 0.00054 0.00729 -0.00195
0.03259 -0.00399 -0.29689 0.02916 0.00207 0.01546 -0.00216
0.01274 -0.19752 -0.27000 -0.00304 0.00287 0.01483 0.00046
-0.01466 -0.27883 -0.08210 -0.03411 0.00250 0.00272 0.00450
-0.03356 -0.20278 0.15450 -0.04516 0.00122 -0.01665 0.00767
-0.03247 -0.01328 0.29817 -0.02879 -0.00019 -0.03456 0.00810
-0.01135 0.18188 0.26257 0.00625 -0.00088 -0.04282 0.00550
0.01812 0.27223 0.06838 0.03982 -0.00044 -0.03841 0.00135
0.03904 0.20704 -0.16883 0.05207 0.00089 -0.02508 -0.00191
0.03903 0.02375 -0.30744 0.03526 0.00237 -0.01098 -0.00232
0.01761 -0.17359 -0.26435 -0.00134 0.00317 -0.00380 0.00042
-0.01330 -0.27334 -0.06473 -0.03660 0.00289 -0.00633 0.00475
-0.03606 -0.21934 0.17275 -0.04979 0.00176 -0.01498 0.00813
-0.03744 -0.04243 0.30661 -0.03290 0.00049 -0.02211 0.00850
-0.01646 0.15739 0.25703 0.00436 -0.00012 -0.02072 0.00554
0.01486 0.26763 0.05360 0.03993 0.00030 -0.00866 0.00087
0.03823 0.22682 -0.18212 0.05234 0.00152 0.00997 -0.00287
0.03965 0.05901 -0.30903 0.03344 0.00286 0.02724 -0.00358
0.01767 -0.14029 -0.25075 -0.00648 0.00354 0.03585 -0.00091
-0.01556 -0.25825 -0.04136 -0.04440 0.00321 0.03331 0.00342
-0.04107 -0.22847 0.19467 -0.05802 0.00206 0.02311 0.00667
-0.04405 -0.06827 0.31665 -0.03898 0.00075 0.01247 0.00664
-0.02247 0.13151 0.25156 0.00199 0.00002 0.00797 0.00300
0.01151 0.25797 0.03786 0.04105 0.00021 0.01172 -0.00250
0.03842 0.23997 -0.19731 0.05521 0.00113 0.02018 -0.00697
0.04263 0.08800 -0.31380 0.03594 0.00214 0.02652 -0.00812
0.02155 -0.11205 -0.24209 -0.00555 0.00255 0.02473 -0.00558
